rule,returncode,error
6.1.bsc,0,
6.1.1.bsc,0,
6.1.1.1.bsc,0,
6.1.1.2.bsc,0,
6.1.1.3.bsc,0,
6.1.1.4.bsc,0,
6.1.1.5.bsc,0,
6.1.1.6.bsc,0,
6.1.1.7.bsc,0,
6.1.1.8.bsc,0,
