section_index,rule_id,error_token,rule
36.1.1,Old-Mandarin-V1,1,"V1 > V2 / _ | ^ @ Rule 1, Line 1"
36.1.1,Old-Mandarin-V3,3,"V3 > V4 / _ | ^ @ Rule 1, Line 1"
36.1.1,Old-Mandarin-V5,5,"V5 > V2 / _ | ^ @ Rule 1, Line 1"
36.1.1,Old-Mandarin-V5_2,5,"V5 > V4 / _ | ^ @ Rule 1, Line 1"
36.1.1,Old-Mandarin-V5_3,5,"V5 > V3 // _ | ^ @ Rule 1, Line 1"
