section_index,section_name,rule_id,source,from_text,to_text
36.3.3.1,Old Tibetan to Amdo dialects,Amdo-dialects-d,index_diachronica_original.html:12295, (some dialects, sporadic ; (some dialects
37.1.1,Proto-Iroquoian to Cherokee,Cherokee-∅,index_diachronica_original.html:12356, (“, ; (“
37.1.2,Proto-Iroquoian to Proto-Northern Iroquoian,Proto-Northern-Iroquoian-ijiː,index_diachronica_original.html:12379, “(, ; “(
37.1.2,Proto-Iroquoian to Proto-Northern Iroquoian,Proto-Northern-Iroquoian-i,index_diachronica_original.html:12380, (“, ; (“
37.1.2,Proto-Iroquoian to Proto-Northern Iroquoian,Proto-Northern-Iroquoian-Vː,index_diachronica_original.html:12384, ! in , ! 
37.1.2.1.2,Cayuga to Lower Cayuga,Lower-Cayuga-V,index_diachronica_original.html:12440, “(, ; “(
37.1.2.2,Proto-Northern Iroquoian to Huron,Huron-n_3,index_diachronica_original.html:12454, “(, ; “(
37.1.2.2.1,Huron to Wyandot,Wyandot-Vː,index_diachronica_original.html:12479, / in , / 
37.1.2.4.2,Proto-Mohawk-Oneida to Oneida,Oneida-Vː,index_diachronica_original.html:12601, (“, ; (“
37.1.2.5,Proto-Northern Iroquoian to Seneca,Seneca-aː_2,index_diachronica_original.html:12656, (/|!) (near|adjacent to) a nasal vowel, \1 \2 V[+nasal]
37.1.2.5,Proto-Northern Iroquoian to Seneca,Seneca-aː_2,index_diachronica_original.html:12656, (/|!) adjacent to ([A-Z])," \1  \2_, _\2"
37.1.2.6,Proto-Northern Iroquoian to Tuscarora,Tuscarora-”V_2,index_diachronica_original.html:12687, (“, ; (“
37.1.2.6.2,Tuscarora to Eastern Tuscarora,Eastern-Tuscarora-ə̃ː-aː-oː,index_diachronica_original.html:12724, (“, ; (“
37.2.1,Proto-Siouan to Catawba,Catawba-p_2,index_diachronica_original.html:12744, (*), ; (*)
37.2.1,Proto-Siouan to Catawba,Catawba-tʲ,index_diachronica_original.html:12745, / in , / 
37.2.1,Proto-Siouan to Catawba,Catawba-”V+nas,index_diachronica_original.html:12748, (*), ; (*)
37.2.1,Proto-Siouan to Catawba,Catawba-∅,index_diachronica_original.html:12749, (*), ; (*)
37.2.2,Proto-Siouan to Dakota,Dakota-tʲ,index_diachronica_original.html:12757, / in , / 
37.2.2,Proto-Siouan to Dakota,Dakota-s,index_diachronica_original.html:12759, / in , / 
37.2.3,Proto-Siouan to Mandan,Mandan-ã,index_diachronica_original.html:12802, / in , / 
37.2.4,Proto-Siouan to Proto-Čiwere-Winnebago,Proto-Čiwere-Winnebago-tʲ,index_diachronica_original.html:12824, / in , / 
37.2.4,Proto-Siouan to Proto-Čiwere-Winnebago,Proto-Čiwere-Winnebago-tʲ-s,index_diachronica_original.html:12825, / in , / 
37.2.5.1,Proto-Crow-Hidatsa to Crow,Crow-n,index_diachronica_original.html:12893, (/|!) at word boundaries," \1 #_, _#"
37.2.6,Proto-Siouan to Proto-Dhegiha,Proto-Dhegiha-t-tʲ-s,index_diachronica_original.html:12921, / in , / 
37.2.6,Proto-Siouan to Proto-Dhegiha,Proto-Dhegiha-tʲ,index_diachronica_original.html:12922, / in , / 
37.2.6,Proto-Siouan to Proto-Dhegiha,Proto-Dhegiha-u,index_diachronica_original.html:12928, / in , / 
37.2.6.1,Proto-Dhegiha to Kansa,Kansa-r-Lʲ,index_diachronica_original.html:12939, (*), ; (*)
37.2.6.1,Proto-Dhegiha to Kansa,Kansa-L,index_diachronica_original.html:12940, (*), ; (*)
37.2.6.1,Proto-Dhegiha to Kansa,Kansa-ũ,index_diachronica_original.html:12943, / stressed, / [+stress]
37.2.6.2,Proto-Dhegiha to Omaha-Ponca,Omaha-Ponca-ũ,index_diachronica_original.html:12959, / stressed, / [+stress]
37.2.6.4,Proto-Dhegiha to Quapaw,Quapaw-x,index_diachronica_original.html:12996, (*), ; (*)
37.2.6.4,Proto-Dhegiha to Quapaw,Quapaw-Lʲ,index_diachronica_original.html:12997, (*), ; (*)
37.2.6.4,Proto-Dhegiha to Quapaw,Quapaw-Lʲ_2,index_diachronica_original.html:12998, (*), ; (*)
37.2.6.4,Proto-Dhegiha to Quapaw,Quapaw-ã,index_diachronica_original.html:12999, (*), ; (*)
37.2.6.4,Proto-Dhegiha to Quapaw,Quapaw-ũ,index_diachronica_original.html:13000, / stressed, / [+stress]
37.2.6.4,Proto-Dhegiha to Quapaw,Quapaw-ũ,index_diachronica_original.html:13000, (*), ; (*)
37.2.6.4,Proto-Dhegiha to Quapaw,Quapaw-m,index_diachronica_original.html:13001, (*), ; (*)
42.1,Proto-Uralic to Pre-Finnic,Pre-Finnic-ŋ,index_diachronica_original.html:13762,", in ", ; sporadic - in 
42.1,Proto-Uralic to Pre-Finnic,Pre-Finnic-iw-ow,index_diachronica_original.html:13764, (*), ; (*)
42.1,Proto-Uralic to Pre-Finnic,Pre-Finnic-ɤː?-ɑː-æː,index_diachronica_original.html:13767, / stressed, / [+stress]
42.1,Proto-Uralic to Pre-Finnic,Pre-Finnic-ɤː?-ɑː-æː,index_diachronica_original.html:13767,\((\w)\?\),(\1)
42.1,Proto-Uralic to Pre-Finnic,Pre-Finnic-Aw,index_diachronica_original.html:13769, / unstressed, / [-stress]
42.1,Proto-Uralic to Pre-Finnic,Pre-Finnic-iw,index_diachronica_original.html:13771, / unstressed, / [-stress]
42.1.1,Pre-Finnic to Proto-Finnic,Proto-Finnic-ej,index_diachronica_original.html:13780, / unstressed, / [-stress]
42.1.1,Pre-Finnic to Proto-Finnic,Proto-Finnic-uwa,index_diachronica_original.html:13796, (*), ; (*)
42.1.1,Pre-Finnic to Proto-Finnic,Proto-Finnic-w,index_diachronica_original.html:13812, (*), ; (*)
42.1.1,Pre-Finnic to Proto-Finnic,Proto-Finnic-tʃ,index_diachronica_original.html:13814,", in ", ; sporadic - in 
42.1.1,Pre-Finnic to Proto-Finnic,Proto-Finnic-tk,index_diachronica_original.html:13815, / in , / 
42.1.1.1,Proto-Finnic to Proto-Finnish,Proto-Finnish-j,index_diachronica_original.html:13837, (*), ; (*)
42.1.1.1,Proto-Finnic to Proto-Finnish,Proto-Finnish-oi,index_diachronica_original.html:13839, / unstressed, / [-stress]
42.1.1.1.1,Proto-Finnish to Standard Finnish,Standard-Finnish-AO,index_diachronica_original.html:13881, / unstressed, / [-stress]
42.1.1.1.1,Proto-Finnish to Standard Finnish,Standard-Finnish-Ue,index_diachronica_original.html:13883, / unstressed, / [-stress]
42.1.1.1.1,Proto-Finnish to Standard Finnish,Standard-Finnish-θː-ð,index_diachronica_original.html:13890,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
42.1.1.1.1,Proto-Finnish to Standard Finnish,Standard-Finnish-θː-ð,index_diachronica_original.html:13890,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
42.1.1.1.1,Proto-Finnish to Standard Finnish,Standard-Finnish-θː-ð,index_diachronica_original.html:13890,", in ", ; sporadic - in 
42.1.1.1.2,Standard Finnish to Modern Standard Finnish,Modern-Standard-Finnish-Va,index_diachronica_original.html:13897, / unstressed, / [-stress]
42.1.2,Proto-Finnic to Livonian,Livonian-æ,index_diachronica_original.html:13906, / unstressed, / [-stress]
42.1.2,Proto-Finnic to Livonian,Livonian-V,index_diachronica_original.html:13910, / unstressed, / [-stress]
42.1.2,Proto-Finnic to Livonian,Livonian-Cː,index_diachronica_original.html:13924, ! in , ! 
43.4,Proto-Uto-Aztecan to Nahuatl,Nahuatl-ɨ-u,index_diachronica_original.html:14010, “(, ; “(
43.6,Proto-Uto-Aztecan to Tohono O’odham,Tohono-O’odham-l,index_diachronica_original.html:14056, “(, ; “(
43.6,Proto-Uto-Aztecan to Tohono O’odham,Tohono-O’odham-l_3,index_diachronica_original.html:14064,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
43.6,Proto-Uto-Aztecan to Tohono O’odham,Tohono-O’odham-l_3,index_diachronica_original.html:14064,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
44.2,Proto-Basque to Basque,Basque-Vn,index_diachronica_original.html:14117,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
44.2,Proto-Basque to Basque,Basque-Vn,index_diachronica_original.html:14117,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
44.2,Proto-Basque to Basque,Basque-V,index_diachronica_original.html:14119,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
44.2,Proto-Basque to Basque,Basque-V,index_diachronica_original.html:14119,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
44.2,Proto-Basque to Basque,Basque-e,index_diachronica_original.html:14150,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
44.2,Proto-Basque to Basque,Basque-e_2,index_diachronica_original.html:14151,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
44.2,Proto-Basque to Basque,Basque-e_4,index_diachronica_original.html:14157,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
44.2,Proto-Basque to Basque,Basque-e_4,index_diachronica_original.html:14157, (“, ; (“
44.2,Proto-Basque to Basque,Basque-∅_5,index_diachronica_original.html:14161,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
44.2,Proto-Basque to Basque,Basque-h,index_diachronica_original.html:14169,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
44.2,Proto-Basque to Basque,Basque-h…h,index_diachronica_original.html:14172, (“, ; (“
44.2,Proto-Basque to Basque,"Basque-ɾ,r_2",index_diachronica_original.html:14175,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
44.2,Proto-Basque to Basque,Basque-t,index_diachronica_original.html:14177, (“, ; (“
44.2,Proto-Basque to Basque,Basque-d-ð,index_diachronica_original.html:14179,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
44.2,Proto-Basque to Basque,Basque-d-ð,index_diachronica_original.html:14179, (“, ; (“
44.2,Proto-Basque to Basque,Basque-ɡ,index_diachronica_original.html:14182, (“, ; (“
44.2,Proto-Basque to Basque,Basque-ʎ-ɲ,index_diachronica_original.html:14191, (“, ; (“
44.2,Proto-Basque to Basque,Basque-V_3,index_diachronica_original.html:14200,", in ", ; sporadic - in 
44.2,Proto-Basque to Basque,Basque-i_3,index_diachronica_original.html:14201,", in ", ; sporadic - in 
44.2,Proto-Basque to Basque,"Basque-u-o,e",index_diachronica_original.html:14202,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
44.2,Proto-Basque to Basque,"Basque-u-o,e",index_diachronica_original.html:14202,", in ", ; sporadic - in 
44.2,Proto-Basque to Basque,Basque-eð,index_diachronica_original.html:14214,\(→ (\w+) ?\??\),→ \1
44.2,Proto-Basque to Basque,Basque-C+-sibilant,index_diachronica_original.html:14224,C[+ affricate],O[+delrel]
44.2,Proto-Basque to Basque,Basque-s̻-ts̺,index_diachronica_original.html:14225,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
45.1.2,Proto-Pai to Paipai,Paipai-i,index_diachronica_original.html:14268, / unstressed, / [-stress]
45.1.3,Proto-Pai to Tipai,Tipai-i,index_diachronica_original.html:14278, / unstressed, / [-stress]
46.1,7-to-5 Vowel Merger (Bantu),5-Vowel-Merger-Bantu-S,index_diachronica_original.html:14293, (Do not necessarily,;  (Do not necessarily
46.2,California Vowel Shift (English),California-Vowel-Shift-English-æ-ɪ,index_diachronica_original.html:14299,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
46.2,California Vowel Shift (English),California-Vowel-Shift-English-æ-ɪ,index_diachronica_original.html:14299,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
46.2,California Vowel Shift (English),California-Vowel-Shift-English-oʊ̯,index_diachronica_original.html:14307, (“, ; (“
46.5,Old English-to-Scots Vowel Shifts,Scots-Vowel-Shifts-uː,index_diachronica_original.html:14324,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
46.5,Old English-to-Scots Vowel Shifts,Scots-Vowel-Shifts-uː,index_diachronica_original.html:14324,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
46.5,Old English-to-Scots Vowel Shifts,Scots-Vowel-Shifts-uː,index_diachronica_original.html:14324,", in ", ; sporadic - in 
46.5,Old English-to-Scots Vowel Shifts,Scots-Vowel-Shifts-øː,index_diachronica_original.html:14325,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
46.5,Old English-to-Scots Vowel Shifts,Scots-Vowel-Shifts-øː_2,index_diachronica_original.html:14326,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
46.5,Old English-to-Scots Vowel Shifts,Scots-Vowel-Shifts-øː_2,index_diachronica_original.html:14326,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
46.5,Old English-to-Scots Vowel Shifts,Scots-Vowel-Shifts-a,index_diachronica_original.html:14328,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
46.5,Old English-to-Scots Vowel Shifts,Scots-Vowel-Shifts-a,index_diachronica_original.html:14328,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
46.5,Old English-to-Scots Vowel Shifts,Scots-Vowel-Shifts-ɛː,index_diachronica_original.html:14332,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
46.5,Old English-to-Scots Vowel Shifts,Scots-Vowel-Shifts-ɛː,index_diachronica_original.html:14332,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
46.5,Old English-to-Scots Vowel Shifts,Scots-Vowel-Shifts-ɛː,index_diachronica_original.html:14332, / in ([\w ]+) dialects, / sporadic ; in \1 dialects
46.5,Old English-to-Scots Vowel Shifts,Scots-Vowel-Shifts-ɛː,index_diachronica_original.html:14332,\(→ (\w+) ?\??\),→ \1
46.11,Middle Chinese to Cantonese Vowel Shift (“The Inner-Outer Flip”),Cantonese-Vowel-Shift-a_2,index_diachronica_original.html:14395, “(, ; “(
46.13,Old Norse to Faroese Vowel Shift,Faroese-Vowel-Shift-aː,index_diachronica_original.html:14419, “(, ; “(
46.13,Old Norse to Faroese Vowel Shift,Faroese-Vowel-Shift-eː,index_diachronica_original.html:14421, “(, ; “(
46.13,Old Norse to Faroese Vowel Shift,Faroese-Vowel-Shift-oː,index_diachronica_original.html:14425, “(, ; “(
46.13,Old Norse to Faroese Vowel Shift,Faroese-Vowel-Shift-u,index_diachronica_original.html:14426, / unstressed, / [-stress]
46.13,Old Norse to Faroese Vowel Shift,"Faroese-Vowel-Shift-œ,ɔ",index_diachronica_original.html:14428, “(, ; “(
46.19,Southern [United States] Shift (English),Southern-United-States-Shift-English-ɑɹ,index_diachronica_original.html:14484, (“, ; (“
47.1,List 1: Simple Consonant Changes,List-1:-Simple-Consonant-Changes-pʲ,index_diachronica_original.html:14511,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
47.2,List 2: Conditional or complex consonant changes,List-2:-Conditional-or-complex-consonant-changes-b-d-ɡ,index_diachronica_original.html:14532,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
47.2,List 2: Conditional or complex consonant changes,List-2:-Conditional-or-complex-consonant-changes-b-d-ɡ,index_diachronica_original.html:14532, (some dialects, sporadic ; (some dialects
47.3,List 3: Vowels,List-3:-Vowels-y,index_diachronica_original.html:14538,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
