,idx,word,topic,topic_id,adj,aux,adv,conj,int,n,num,pfx,pron,prep,pres,rel,sfx,v,vn,vi,vt
551,59B,a blow of force,misc. matter/energy terms,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
552,59D,mist,misc. matter/energy terms,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
553,5A3,see,light,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
554,5A4,light,light,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
555,5A5,colour,light,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
556,5A6,shade,light,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
557,5A9,bright,light,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,5AA,dark,light,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
559,5AB,black,light,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,5AC,grey,light,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,5AD,white,light,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,5AE,red,light,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,5AF,orange,light,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
564,5B0,yellow,light,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,5B1,green,light,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,5B2,blue,light,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,5B4,brown,light,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,5B5,beautiful,light,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,5BD,sound,sound,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
570,5BF,quiet / soft,sound,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
571,5C0,loud,sound,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
572,5C1,hear,sound,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
573,5C2,music,sound,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
574,5C4,whistle,sound,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
575,5C8,of little heat,heat,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,5C9,warm,heat,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,5CA,of very much heat,heat,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,5CB,cook,heat,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
579,5CC,cook,heat,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
580,5D7,attack,assorted abstract concepts,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
581,5D8,good,assorted abstract concepts,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,5D9,bad,assorted abstract concepts,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,5DB,kind / sort,assorted abstract concepts,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
584,5DD,probable,assorted abstract concepts,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
585,5E4,simple,assorted abstract concepts,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,5E5,complex,assorted abstract concepts,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,5E7,make,assorted abstract concepts,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
588,5EA,danger,assorted abstract concepts,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
589,5EC,hard,assorted abstract concepts,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,5ED,true,assorted abstract concepts,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,5F1,damage,assorted abstract concepts,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
592,605,special,assorted abstract concepts,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,608,automatic,assorted abstract concepts,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,610,detail,assorted abstract concepts,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
595,611,equal,assorted abstract concepts,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,617,fertile,assorted abstract concepts,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,618,harmony,assorted abstract concepts,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
598,61A,match,assorted abstract concepts,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
599,62A,right (a right to do/be...),assorted abstract concepts,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
600,62F,system,assorted abstract concepts,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
601,633,attempt,assorted abstract concepts,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
602,63A,science,assorted abstract concepts,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
603,63E,support,assorted abstract concepts,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
