,idx,word,topic,topic_id,adj,aux,adv,conj,int,n,num,pfx,pron,prep,pres,rel,sfx,v,vn,vi,vt
272,240,house,buildings and institutions,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
273,241,library,buildings and institutions,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
274,244,school,buildings and institutions,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
275,249,bridge,buildings and institutions,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
276,24A,farm,buildings and institutions,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
277,24C,market,buildings and institutions,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
278,24F,army,government and hierarchy,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
279,250,authority,government and hierarchy,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
280,253,control,government and hierarchy,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
281,255,crime,government and hierarchy,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
282,257,free,government and hierarchy,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283,258,government,government and hierarchy,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
284,25C,law,government and hierarchy,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
285,25D,military,government and hierarchy,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,25E,nation,government and hierarchy,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
287,264,let,government and hierarchy,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
288,26C,tax,government and hierarchy,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
289,270,war,government and hierarchy,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
290,272,account,business and transactions,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
291,27A,company (a business organization),business and transactions,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
292,27C,credit,business and transactions,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
293,283,give,business and transactions,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
294,284,insurance,business and transactions,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
295,287,keep,business and transactions,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
296,28C,money,business and transactions,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
297,28D,offer,business and transactions,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
298,292,private,business and transactions,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
299,296,public,business and transactions,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
300,29B,reward,business and transactions,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
301,2A0,take,business and transactions,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
302,2A2,value,business and transactions,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
303,2AE,religion,religion and the supernatural,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
304,2B4,angry,mind and emotion,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,2B6,art,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
306,2B7,attention,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
307,2BD,care,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
308,2C1,comfort,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
309,2C9,doubt,mind and emotion,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
310,2CE,experience,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
311,2D0,fear,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
312,2D2,foolish,mind and emotion,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,2DA,guide / lead,mind and emotion,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
314,2DD,happy,mind and emotion,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2DE,hate,mind and emotion,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
316,2DF,hope,mind and emotion,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
317,2E3,important,mind and emotion,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,2E8,interest,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
319,2EB,judge,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
320,2ED,knowledge,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,2F2,love,mind and emotion,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
322,2F5,mind,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
323,2F8,kind,mind and emotion,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,2FA,opinion,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
325,2FC,peace,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
326,2FF,design,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
327,300,play,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
328,301,act,mind and emotion,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
329,302,self-respect,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
330,304,thought,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
331,306,regret,mind and emotion,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
332,30C,look for,mind and emotion,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
333,30F,shame,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
334,318,theory,mind and emotion,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
335,31C,desire,mind and emotion,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
336,31E,wise,mind and emotion,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,322,advertisement,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
338,329,book,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
339,32F,order,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
340,336,talk about,communication,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
341,339,fact,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
342,33A,fiction,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
343,33D,history,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
344,33E,be a sign of,communication,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
345,344,language,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
346,345,letter,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
347,347,list,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
348,34A,map,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
349,34D,motion picture,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
350,34E,name,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
351,351,noise,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
352,353,page,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
353,357,print,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
354,35D,record,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
355,360,secret,communication,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,367,sign,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357,36A,voice,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
358,36D,word,communication,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
359,370,match,games,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360,374,ball,games,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,375,stick,games,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
362,383,different,identity,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,385,change,identity,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
364,389,copy,identity,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
365,399,amount / number,quantity,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
366,39A,number,quantity,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
367,39C,measure,quantity,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
368,39D,rate,quantity,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
369,3A5,rest (of...),quantity,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
370,3A6,complete,quantity,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,3A7,all,quantity,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
372,3A9,a small number of,quantity,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,3B4,group,quantity,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
374,3BE,degree,degree,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
375,3C1,much / very,degree,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
376,3C4,little,degree,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
377,3CB,size,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
378,3D2,distance,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
379,3D3,far,dimension/direction,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,3D4,near,dimension/direction,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,3D5,present,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
382,3DC,wide,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
383,3DD,narrow,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
384,3DF,thick / fat,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
385,3E0,thin,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
386,3E3,low / short,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
387,3EB,angle,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
388,3EC,position,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
389,3F1,front,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
390,3F2,back part of,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
391,3F7,edge,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
392,3FD,direction,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
393,3FE,up,dimension/direction,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,3FF,down,dimension/direction,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,400,north,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
396,401,south,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
397,402,east,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
398,403,west,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
399,404,right(-hand),dimension/direction,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,405,left(-hand),dimension/direction,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,407,back,dimension/direction,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
402,416,base / station,motion,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
403,41A,come,motion,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
404,41E,go into,motion,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
405,420,fly (move through the air),motion,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
406,423,go,motion,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
407,427,come across,motion,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
408,433,roll,motion,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
409,435,slip,motion,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
410,43C,boat,vehicles,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
411,440,cart / carriage,vehicles,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
412,444,road,vehicles,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
413,446,ship,vehicles,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
414,447,street,vehicles,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
415,448,train,vehicles,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
416,44C,young,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
417,44D,old,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
418,44E,new,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
419,44F,old,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
420,456,rhythm,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
421,457,time,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
422,463,start,time and sequence,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
423,467,stop,time and sequence,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
424,46D,ever (at any time),time and sequence,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,46F,time,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
426,470,past,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
427,471,the present,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
428,472,future,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
429,474,still,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
430,475,yesterday,time and sequence,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,477,tomorrow,time and sequence,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,479,in the near past,time and sequence,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,47A,now / at this time,time and sequence,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,47B,in the near future,time and sequence,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,47C,in the far future,time and sequence,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,47E,on time,time and sequence,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,484,order,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
438,489,spring,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
439,48A,summer,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
440,48B,fall,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
441,48C,winter,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
442,48E,year,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
443,48F,month,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
444,490,week,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
445,491,day,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
446,493,day,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
447,494,night,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
448,495,morning,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
449,49A,middle of the night,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
450,49B,hour,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
451,49C,minute,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
452,49D,second,time and sequence,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
453,4A1,air,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
454,4A4,brass,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
455,4A6,chalk,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
456,4A7,chemical,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
457,4A9,cloth,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
458,4AA,coal,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
459,4AB,copper,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
460,4AC,earth,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
461,4AD,dust,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
462,4B1,glass,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
463,4B2,gold,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
464,4B3,ice,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
465,4B4,ink,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
466,4B5,iron,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
467,4B8,lead (the metal),substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
468,4B9,leather,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
469,4BB,metal,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
470,4C0,oil,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
471,4C3,paint,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
472,4C4,paper,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
473,4C9,stone,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
474,4CB,salt,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
475,4CC,sand,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
476,4CD,silk,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
477,4CE,silver (the metal),substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
478,4CF,soap,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
479,4D1,steam,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
480,4D2,steel,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
481,4D5,tin (the metal),substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
482,4D6,water,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
483,4D7,wax,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
484,4D8,wood (the substance),substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
485,4D9,wool,substances,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
486,4DB,bitter,foodstuffs,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,4DC,bread,foodstuffs,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
488,4DD,butter,foodstuffs,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
489,4DE,cheese,foodstuffs,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
490,4E0,taste,foodstuffs,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
491,4E1,grain-powder,foodstuffs,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
492,4E2,food,foodstuffs,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
493,4E4,milk,foodstuffs,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
494,4EA,soup,foodstuffs,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
495,4ED,sugar,foodstuffs,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
496,4EE,sweet,foodstuffs,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,4F0,wine,foodstuffs,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
498,4F1,arch,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
499,4F4,branch,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
500,4F6,card,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
501,4F7,circle,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
502,4FE,curve,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
503,502,drop (of liquid),forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
504,50B,hole,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
505,50C,jelly,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
506,50F,line,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
507,510,liquid,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
508,513,mark,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
509,514,material / substance,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
510,518,parallel,forms of matter,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,519,paste,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
512,51E,powder,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
513,520,ray,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
514,528,smoke,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
515,529,solid,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
516,52D,square,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
517,534,wave,forms of matter,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
518,538,level / even (on the same level),qualities of matter,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,539,smooth,qualities of matter,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,53B,straight / not bent,qualities of matter,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,53C,bent,qualities of matter,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,53E,clean,qualities of matter,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,540,open / not shut,qualities of matter,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,541,shut,qualities of matter,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,542,wet,qualities of matter,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,543,dry,qualities of matter,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,54A,elastic,qualities of matter,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
528,54B,strong,qualities of matter,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,54C,delicate,qualities of matter,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,54D,weight,qualities of matter,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
531,54E,of much weight,qualities of matter,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,54F,light / of little weight,qualities of matter,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,550,solid,qualities of matter,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
534,551,hollow,qualities of matter,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,553,loose,qualities of matter,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
536,554,tight,qualities of matter,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,556,thick,qualities of matter,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,55B,blow,matter-related actions,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
539,560,burn,matter-related actions,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
540,561,burst,matter-related actions,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
541,564,crush,matter-related actions,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
542,56C,fold,matter-related actions,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
543,578,pull,matter-related actions,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
544,579,push,matter-related actions,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
545,57D,shake,matter-related actions,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
546,589,wash,matter-related actions,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
547,58C,acid,misc. matter/energy terms,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
548,593,fire,misc. matter/energy terms,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
549,594,force,misc. matter/energy terms,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
550,598,power,misc. matter/energy terms,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
